# Int_pr, E_atm_pr, Intstor_pr, R_pr_meas, R_pr_swds, R_pr_mss, R_pr_up, Intcp_cp, E_atm_cp, Intstor_cp, R_cp_meas, R_cp_swds, R_cp_mss, R_cp_up, Intcp_op, E_atm_op, Intstor_op, P_op_gw, R_op_meas, R_op_swds, R_op_mss, R_op_up, Sum_r_up, Init_stor_up, Act_infilcap_up, Tfac_up, E_atm_up, I_up_uz, Fin_stor_up, R_up_meas, R_up_ow, Sum_i_uz, R_meas_uz, Theta_h3_uz, T_alpha_uz, T_atm_uz, Gwl_up_uz, Gwl_low_uz, Theta_eq_uz, Capris_max_uz, P_uz_gw, Theta_uz, Sum_p_gw, R_meas_gw, Sc_gw, H_gw, S_gw_out, D_gw_ow, Gwl, Gwl_sl, Sum_r_swds, R_meas_swds, Sum_r_mss, R_meas_mss, Q_swds_ow, Q_mss_out, Q_mss_ow, So_swds, So_mss, Stor_swds, Stor_mss, Prec_ow, E_atm_ow, Sum_r_ow, Sum_d_ow, Sum_q_ow, Sum_so_ow, R_meas_ow, Q_ow_out, Owl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,127.7202242,1,0.192035428,1.5,1.6,191.7505572,1.370665395,-0.057111058,190.0695412,-0.048095369,0,0.214390867,1.583949254,0.041666667,-0.081061799,1.583949254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213800298,0,-2.199476819,0,0,0,-0.072398314,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,127.7202242,1,0.192035428,1.5,1.6,191.7494209,1.370583015,-0.057107626,189.9346134,-0.048092478,0,0.214394925,1.583989755,0.041666667,-0.081075921,1.583989755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213800298,0,-2.199859995,0,0,0,-0.072409809,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,127.7202242,1,0.192035428,1.5,1.6,191.7482869,1.370500798,-0.0571042,189.7996821,-0.048089593,0,0.214398975,1.584030176,0.041666667,-0.081090015,1.584030176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213800298,0,-2.200242414,0,0,0,-0.072421281,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.4460202,1,0.160029523,1.5,1.6,191.7471551,1.370418743,-0.057100781,189.6967534,-0.048086714,0,0.214403018,1.584070517,0.041666667,-0.081104081,1.584070517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178166915,0,-2.200624078,0,0,0,-0.07136373,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7460255,1.37033685,-0.057097369,189.7538508,-0.048083841,0,0.214407052,1.584110779,0.041666667,-0.08111812,1.584110779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.201004988,0,0,0,-0.06603015,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7448982,1.370255119,-0.057093963,189.8109447,-0.048080973,0,0.214411078,1.584150961,0.041666667,-0.081132131,1.584150961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.201385147,0,0,0,-0.066041554,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7437731,1.370173549,-0.057090565,189.8680353,-0.048078111,0,0.214415096,1.584191064,0.041666667,-0.081146114,1.584191064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.201764555,0,0,0,-0.066052937,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7426502,1.370092141,-0.057087173,189.9251225,-0.048075254,0,0.214419106,1.584231088,0.041666667,-0.081160069,1.584231088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.202143214,0,0,0,-0.066064296,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7415295,1.370010892,-0.057083787,189.9822063,-0.048072403,0,0.214423109,1.584271032,0.041666667,-0.081173997,1.584271032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.202521126,0,0,0,-0.066075634,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7404111,1.369929805,-0.057080409,190.0392867,-0.048069558,0,0.214427103,1.584310898,0.041666667,-0.081187898,1.584310898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.202898292,0,0,0,-0.066086949,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7392949,1.369848877,-0.057077037,190.0963637,-0.048066718,0,0.21443109,1.584350685,0.041666667,-0.081201771,1.584350685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.203274713,0,0,0,-0.066098241,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7381808,1.369768109,-0.057073671,190.1534374,-0.048063884,0,0.214435069,1.584390394,0.041666667,-0.081215616,1.584390394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.203650392,0,0,0,-0.066109512,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.737069,1.3696875,-0.057070313,190.2105077,-0.048061056,0,0.214439039,1.584430024,0.041666667,-0.081229435,1.584430024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.204025329,0,0,0,-0.06612076,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7359593,1.369607051,-0.05706696,190.2675746,-0.048058233,0,0.214443002,1.584469576,0.041666667,-0.081243226,1.584469576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.204399527,0,0,0,-0.066131986,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7348519,1.36952676,-0.057063615,190.3246383,-0.048055415,0,0.214446958,1.58450905,0.041666667,-0.08125699,1.58450905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.204772985,0,0,0,-0.06614319,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7337466,1.369446627,-0.057060276,190.3816985,-0.048052604,0,0.214450905,1.584548447,0.041666667,-0.081270726,1.584548447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.205145707,0,0,0,-0.066154371,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0.06016205,1.5,1.6,191.7326435,1.369366653,-0.057056944,190.3785934,-0.048049797,0,0.214454845,1.584587765,0.041666667,-0.081284436,1.584587765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066980684,0,-2.205517694,0,0,0,-0.068174951,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7315426,1.369286837,-0.057053618,190.2715687,-0.048046997,0,0.214458777,1.584627006,0.041666667,-0.081298118,1.584627006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.205888946,0,0,0,-0.071656906,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7304438,1.369207178,-0.057050299,190.1645407,-0.048044201,0,0.214462701,1.584666169,0.041666667,-0.081311774,1.584666169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.206259466,0,0,0,-0.071668022,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7293473,1.369127676,-0.057046987,190.0575094,-0.048041412,0,0.214466617,1.584705256,0.041666667,-0.081325403,1.584705256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.206629255,0,0,0,-0.071679115,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7282528,1.369048331,-0.05704368,189.9504747,-0.048038628,0,0.214470526,1.584744265,0.041666667,-0.081339004,1.584744265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.206998314,0,0,0,-0.071690187,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7271606,1.368969143,-0.057040381,189.8434368,-0.048035849,0,0.214474426,1.584783197,0.041666667,-0.081352579,1.584783197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.207366646,0,0,0,-0.071701237,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7260705,1.368890111,-0.057037088,189.7363956,-0.048033076,0,0.21447832,1.584822052,0.041666667,-0.081366127,1.584822052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.20773425,0,0,0,-0.071712265,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7249825,1.368811235,-0.057033801,189.6293511,-0.048030308,0,0.214482205,1.584860831,0.041666667,-0.081379649,1.584860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.20810113,0,0,0,-0.071723272,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7238967,1.368732514,-0.057030521,189.5223033,-0.048027546,0,0.214486083,1.584899533,0.041666667,-0.081393143,1.584899533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.208467285,0,0,0,-0.071734256,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7228131,1.368653949,-0.057027248,189.4152522,-0.048024789,0,0.214489953,1.584938159,0.041666667,-0.081406611,1.584938159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.208832719,0,0,0,-0.071745219,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,124.8602119,1,0.164078318,1.5,1.6,191.7217316,1.368575538,-0.057023981,189.3081979,-0.048022038,0,0.214493816,1.584976708,0.041666667,-0.081420053,1.584976708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182674591,0,-2.209197431,0,0,0,-0.071756161,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.3424302,1,0.139466571,1.5,1.6,191.7206522,1.368497283,-0.05702072,189.225752,-0.048019292,0,0.214497671,1.585015182,0.041666667,-0.081433468,1.585015182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155273403,0,-2.209561425,0,0,0,-0.070945045,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7195749,1.368419181,-0.057017466,189.2827695,-0.048016551,0,0.214501518,1.585053579,0.041666667,-0.081446856,1.585053579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2099247,0,0,0,-0.066297741,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7184998,1.368341234,-0.057014218,189.3397837,-0.048013816,0,0.214505358,1.585091901,0.041666667,-0.081460218,1.585091901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.210287259,0,0,0,-0.066308618,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7174268,1.36826344,-0.057010977,189.3967947,-0.048011087,0,0.21450919,1.585130148,0.041666667,-0.081473554,1.585130148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.210649102,0,0,0,-0.066319473,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7163559,1.3681858,-0.057007742,189.4538024,-0.048008362,0,0.214513015,1.585168319,0.041666667,-0.081486864,1.585168319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.211010233,0,0,0,-0.066330307,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7152871,1.368108313,-0.057004513,189.5108069,-0.048005643,0,0.214516832,1.585206414,0.041666667,-0.081500147,1.585206414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.211370651,0,0,0,-0.06634112,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7142204,1.368030979,-0.057001291,189.5678082,-0.04800293,0,0.214520641,1.585244435,0.041666667,-0.081513404,1.585244435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.211730358,0,0,0,-0.066351911,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7131558,1.367953797,-0.056998075,189.6248063,-0.048000222,0,0.214524443,1.58528238,0.041666667,-0.081526635,1.58528238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.212089356,0,0,0,-0.066362681,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7120933,1.367876768,-0.056994865,189.6818012,-0.047997519,0,0.214528238,1.585320251,0.041666667,-0.08153984,1.585320251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.212447646,0,0,0,-0.066373429,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.711033,1.36779989,-0.056991662,189.7387928,-0.047994821,0,0.214532025,1.585358047,0.041666667,-0.081553018,1.585358047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.212805229,0,0,0,-0.066384157,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7099747,1.367723164,-0.056988465,189.7957813,-0.047992129,0,0.214535805,1.585395769,0.041666667,-0.081566171,1.585395769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.213162107,0,0,0,-0.066394863,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7089185,1.367646589,-0.056985275,189.8527666,-0.047989442,0,0.214539577,1.585433416,0.041666667,-0.081579298,1.585433416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.213518282,0,0,0,-0.066405548,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.7078644,1.367570165,-0.05698209,189.9097486,-0.04798676,0,0.214543342,1.585470989,0.041666667,-0.081592399,1.585470989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.213873755,0,0,0,-0.066416213,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0.054875363,1.5,1.6,191.7068123,1.367493892,-0.056978912,189.9118522,-0.047984084,0,0.214547099,1.585508488,0.041666667,-0.081605474,1.585508488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061094815,0,-2.214228526,0,0,0,-0.0682597,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7057623,1.36741777,-0.05697574,189.8256748,-0.047981413,0,0.214550849,1.585545913,0.041666667,-0.081618523,1.585545913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.214582599,0,0,0,-0.071218811,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7047144,1.367341797,-0.056972575,189.7394943,-0.047978747,0,0.214554591,1.585583264,0.041666667,-0.081631547,1.585583264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.214935973,0,0,0,-0.071229413,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7036686,1.367265974,-0.056969416,189.6533106,-0.047976086,0,0.214558326,1.585620542,0.041666667,-0.081644545,1.585620542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.215288651,0,0,0,-0.071239993,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7026248,1.367190301,-0.056966263,189.5671237,-0.047973431,0,0.214562054,1.585657746,0.041666667,-0.081657517,1.585657746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.215640633,0,0,0,-0.071250552,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7015831,1.367114776,-0.056963116,189.4809337,-0.047970781,0,0.214565775,1.585694876,0.041666667,-0.081670464,1.585694876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.215991922,0,0,0,-0.071261091,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.7005435,1.367039401,-0.056959975,189.3947406,-0.047968136,0,0.214569488,1.585731934,0.041666667,-0.081683385,1.585731934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.216342518,0,0,0,-0.071271609,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.6995059,1.366964174,-0.056956841,189.3085443,-0.047965497,0,0.214573193,1.585768918,0.041666667,-0.081696281,1.585768918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.216692423,0,0,0,-0.071282106,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.6984703,1.366889096,-0.056953712,189.2223449,-0.047962862,0,0.214576892,1.58580583,0.041666667,-0.081709151,1.58580583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.217041639,0,0,0,-0.071292582,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.6974368,1.366814165,-0.05695059,189.1361423,-0.047960233,0,0.214580583,1.585842669,0.041666667,-0.081721996,1.585842669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.217390166,0,0,0,-0.071303038,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122.7195642,1,0.14315312,1.5,1.6,191.6964053,1.366739382,-0.056947474,189.0499367,-0.047957609,0,0.214584267,1.585879435,0.041666667,-0.081734816,1.585879435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377778,0,-2.217738006,0,0,0,-0.071313474,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,120.7669556,1,0.124066037,1.5,1.6,191.6953758,1.366664747,-0.056944364,188.982815,-0.04795499,0,0.214587944,1.585916129,0.041666667,-0.08174761,1.585916129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138127407,0,-2.218085161,0,0,0,-0.070686377,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6943484,1.366590258,-0.056941261,189.0397563,-0.047952376,0,0.214591613,1.58595275,0.041666667,-0.08176038,1.58595275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.218431632,0,0,0,-0.066552949,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.693323,1.366515917,-0.056938163,189.0966944,-0.047949768,0,0.214595275,1.5859893,0.041666667,-0.081773124,1.5859893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.218777419,0,0,0,-0.066563323,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6922996,1.366441722,-0.056935072,189.1536295,-0.047947164,0,0.21459893,1.586025777,0.041666667,-0.081785842,1.586025777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.219122526,0,0,0,-0.066573676,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6912782,1.366367673,-0.056931986,189.2105615,-0.047944566,0,0.214602578,1.586062182,0.041666667,-0.081798536,1.586062182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.219466952,0,0,0,-0.066584009,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6902589,1.36629377,-0.056928907,189.2674904,-0.047941973,0,0.214606218,1.586098516,0.041666667,-0.081811205,1.586098516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2198107,0,0,0,-0.066594321,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6892415,1.366220012,-0.056925834,189.3244162,-0.047939385,0,0.214609852,1.586134778,0.041666667,-0.081823849,1.586134778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.220153771,0,0,0,-0.066604613,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6882262,1.3661464,-0.056922767,189.381339,-0.047936802,0,0.214613478,1.586170969,0.041666667,-0.081836468,1.586170969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.220496165,0,0,0,-0.066614885,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6872129,1.366072933,-0.056919706,189.4382587,-0.047934224,0,0.214617097,1.586207088,0.041666667,-0.081849062,1.586207088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.220837885,0,0,0,-0.066625137,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6862015,1.365999611,-0.05691665,189.4951754,-0.047931651,0,0.214620709,1.586243136,0.041666667,-0.081861631,1.586243136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.221178932,0,0,0,-0.066635368,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6851922,1.365926433,-0.056913601,189.552089,-0.047929083,0,0.214624314,1.586279114,0.041666667,-0.081874176,1.586279114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.221519306,0,0,0,-0.066645579,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6841848,1.3658534,-0.056910558,189.6089995,-0.047926521,0,0.214627911,1.58631502,0.041666667,-0.081886696,1.58631502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22185901,0,0,0,-0.06665577,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0,1.5,1.6,191.6831794,1.36578051,-0.056907521,189.6659071,-0.047923963,0,0.214631502,1.586350855,0.041666667,-0.081899191,1.586350855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.222198045,0,0,0,-0.066665941,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116.6,1,0.046234082,1.5,1.6,191.6821761,1.365707764,-0.05690449,189.6765775,-0.04792141,0,0.214635086,1.58638662,0.041666667,-0.081911661,1.58638662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051474151,0,-2.222536413,0,0,0,-0.068220317,1.5
