date,P_atm,E_pot_OW,Ref.grass
2/2/1990 1:00,0,0,0
2/2/1990 2:00,0,0,0
2/2/1990 3:00,0,0,0
2/2/1990 4:00,0,0,0
2/2/1990 5:00,0,0,0
2/2/1990 6:00,0,0,0
2/2/1990 7:00,0,0,0
2/2/1990 8:00,0,0,0
2/2/1990 9:00,0,0.16705805,0.150045851
2/2/1990 10:00,0,0,0
2/2/1990 11:00,0,0,0
2/2/1990 12:00,0,0.302370233,0.271578646
2/2/1990 13:00,0,0,0
2/2/1990 14:00,0,0,0
2/2/1990 15:00,0,0.188730201,0.169511039
2/2/1990 16:00,0,0,0
2/2/1990 17:00,0,0,0
2/2/1990 18:00,0,0,0
2/2/1990 19:00,0,0,0
2/2/1990 20:00,0,0,0
2/2/1990 21:00,0,0,0
2/2/1990 22:00,0,0,0
2/2/1990 23:00,0,0,0
3/2/1990 0:00,0,0,0
3/2/1990 1:00,0,0,0
3/2/1990 2:00,0,0,0
3/2/1990 3:00,0,0,0
3/2/1990 4:00,0,0,0
3/2/1990 5:00,0,0,0
3/2/1990 6:00,0,0,0
3/2/1990 7:00,0,0,0
3/2/1990 8:00,0,0,0
3/2/1990 9:00,0,0.09404166,0.084465016
3/2/1990 10:00,0,0,0
3/2/1990 11:00,0,0,0
3/2/1990 12:00,0,0.175810859,0.157907326
3/2/1990 13:00,0,0,0
3/2/1990 14:00,0,0,0
3/2/1990 15:00,0,0.102593685,0.092146154
3/2/1990 16:00,0,0,0
3/2/1990 17:00,0,0,0
3/2/1990 18:00,0,0,0
3/2/1990 19:00,0,0,0
3/2/1990 20:00,0,0,0
3/2/1990 21:00,0,0,0
3/2/1990 22:00,0,0,0
3/2/1990 23:00,0,0,0
4/2/1990 0:00,0,0,0
4/2/1990 1:00,0,0,0
4/2/1990 2:00,0,0,0
4/2/1990 3:00,0,0,0
4/2/1990 4:00,0,0,0
4/2/1990 5:00,0,0,0
4/2/1990 6:00,0,0,0
4/2/1990 7:00,0,0,0
4/2/1990 8:00,0,0,0
4/2/1990 9:00,0,0.127935885,0.114907655
4/2/1990 10:00,0,0,0
4/2/1990 11:00,0,0,0
4/2/1990 12:00,0,0.189697712,0.170380025
4/2/1990 13:00,0,0,0
4/2/1990 14:00,0,0,0
4/2/1990 15:00,0,0.045295248,0.040682649
4/2/1990 16:00,0,0,0
4/2/1990 17:00,0,0,0
4/2/1990 18:00,0.5,0,0
4/2/1990 19:00,0,0,0
4/2/1990 20:00,0.5,0,0
4/2/1990 21:00,0,0,0
4/2/1990 22:00,0,0,0
4/2/1990 23:00,0,0,0
5/2/1990 0:00,0,0,0
5/2/1990 1:00,0,0,0
5/2/1990 2:00,0,0,0
5/2/1990 3:00,0,0,0
5/2/1990 4:00,0,0,0
5/2/1990 5:00,0,0,0
5/2/1990 6:00,0,0,0
5/2/1990 7:00,0.5,0,0
5/2/1990 8:00,0,0,0
5/2/1990 9:00,0.5,0.023751348,0.021332652
5/2/1990 10:00,0,0,0
5/2/1990 11:00,0,0,0
5/2/1990 12:00,0,0.247027364,0.221871566
5/2/1990 13:00,0,0,0
5/2/1990 14:00,0,0,0
5/2/1990 15:00,0,0.075969538,0.068233252
5/2/1990 16:00,0,0,0
5/2/1990 17:00,0,0,0
5/2/1990 18:00,0,0,0
5/2/1990 19:00,0,0,0
5/2/1990 20:00,0,0,0
5/2/1990 21:00,0,0,0
5/2/1990 22:00,0,0,0
5/2/1990 23:00,0,0,0
6/2/1990 0:00,0,0,0
6/2/1990 1:00,0.5,0,0
6/2/1990 2:00,0,0,0
6/2/1990 3:00,0,0,0
6/2/1990 4:00,0,0,0
6/2/1990 5:00,0,0,0
6/2/1990 6:00,0,0,0
6/2/1990 7:00,0,0,0
6/2/1990 8:00,0,0,0
6/2/1990 9:00,0,0.081373082,0.073086531
6/2/1990 10:00,0,0,0
6/2/1990 11:00,0,0,0
6/2/1990 12:00,0,0.175991996,0.158070017
6/2/1990 13:00,0,0,0
6/2/1990 14:00,0,0,0
6/2/1990 15:00,0,0.153784775,0.138124248
6/2/1990 16:00,0,0,0
6/2/1990 17:00,0,0,0
6/2/1990 18:00,0,0,0
6/2/1990 19:00,0,0,0
6/2/1990 20:00,0,0,0
6/2/1990 21:00,0,0,0
6/2/1990 22:00,0,0,0
6/2/1990 23:00,0,0,0
7/2/1990 0:00,0,0,0
7/2/1990 1:00,0,0,0
7/2/1990 2:00,0,0,0
7/2/1990 3:00,0,0,0
7/2/1990 4:00,0,0,0
7/2/1990 5:00,0,0,0
7/2/1990 6:00,0,0,0
7/2/1990 7:00,0,0,0
7/2/1990 8:00,0,0,0
7/2/1990 9:00,0,0.1477135,0.132671235
7/2/1990 10:00,0,0,0
7/2/1990 11:00,0,0,0
7/2/1990 12:00,0,0.247866962,0.222625664
7/2/1990 13:00,0,0,0
7/2/1990 14:00,0,0,0
7/2/1990 15:00,0,0.161070154,0.144667727
7/2/1990 16:00,0,0,0
7/2/1990 17:00,0,0,0
7/2/1990 18:00,0,0,0
7/2/1990 19:00,0,0,0
7/2/1990 20:00,0,0,0
7/2/1990 21:00,0,0,0
7/2/1990 22:00,0,0,0
7/2/1990 23:00,0,0,0
8/2/1990 0:00,0,0,0
8/2/1990 1:00,0,0,0
8/2/1990 2:00,0,0,0
8/2/1990 3:00,0,0,0
8/2/1990 4:00,0,0,0
8/2/1990 5:00,0,0,0
8/2/1990 6:00,0,0,0
8/2/1990 7:00,0,0,0
8/2/1990 8:00,0,0,0
8/2/1990 9:00,0,0.141771043,0.127333923
8/2/1990 10:00,0,0,0
8/2/1990 11:00,0,0,0
8/2/1990 12:00,0,0.282354146,0.253600878
8/2/1990 13:00,0,0,0
8/2/1990 14:00,0,0,0
8/2/1990 15:00,0,0.200737829,0.180295882
8/2/1990 16:00,0,0,0
8/2/1990 17:00,0,0,0
8/2/1990 18:00,0,0,0
8/2/1990 19:00,0,0,0
8/2/1990 20:00,0,0,0
8/2/1990 21:00,0,0,0
8/2/1990 22:00,0,0,0
8/2/1990 23:00,0,0,0
9/2/1990 0:00,0,0,0
9/2/1990 1:00,0,0,0
9/2/1990 2:00,0,0,0
9/2/1990 3:00,0,0,0
9/2/1990 4:00,0,0,0
9/2/1990 5:00,0,0,0
9/2/1990 6:00,0,0,0
9/2/1990 7:00,0,0,0
9/2/1990 8:00,0,0,0
9/2/1990 9:00,0,0.154851094,0.139081979
9/2/1990 10:00,0,0,0
9/2/1990 11:00,0,0,0
9/2/1990 12:00,0,0.278770605,0.250382264
9/2/1990 13:00,0,0,0
9/2/1990 14:00,0,0,0
9/2/1990 15:00,0,0.086098736,0.077330953
9/2/1990 16:00,0,0,0
9/2/1990 17:00,0,0,0
9/2/1990 18:00,0,0,0
9/2/1990 19:00,0,0,0
9/2/1990 20:00,0,0,0
9/2/1990 21:00,0,0,0
9/2/1990 22:00,0,0,0
9/2/1990 23:00,0,0,0
10/2/1990 0:00,0,0,0
10/2/1990 1:00,0,0,0
10/2/1990 2:00,0,0,0
10/2/1990 3:00,0,0,0
10/2/1990 4:00,0,0,0
10/2/1990 5:00,0,0,0
10/2/1990 6:00,0,0,0
10/2/1990 7:00,0,0,0
10/2/1990 8:00,0,0,0
10/2/1990 9:00,0,0.134044533,0.120394235
10/2/1990 10:00,0,0,0
10/2/1990 11:00,0,0,0
10/2/1990 12:00,0,0.204898332,0.184032704
10/2/1990 13:00,0,0,0
10/2/1990 14:00,0,0,0
10/2/1990 15:00,0,0.080771576,0.072546279
10/2/1990 16:00,0,0,0
10/2/1990 17:00,0,0,0
10/2/1990 18:00,0,0,0
10/2/1990 19:00,0,0,0
10/2/1990 20:00,0,0,0
10/2/1990 21:00,0,0,0
10/2/1990 22:00,0,0,0
10/2/1990 23:00,0,0,0
11/2/1990 0:00,0,0,0
11/2/1990 1:00,0,0,0
11/2/1990 2:00,0,0,0
11/2/1990 3:00,0,0,0
11/2/1990 4:00,0,0,0
11/2/1990 5:00,0,0,0
11/2/1990 6:00,0.5,0,0
11/2/1990 7:00,0,0,0
11/2/1990 8:00,0,0,0
11/2/1990 9:00,1,0.037052427,0.033279228
11/2/1990 10:00,0,0,0
11/2/1990 11:00,0,0,0
11/2/1990 12:00,0.5,0.160428516,0.14409143
11/2/1990 13:00,0,0,0
11/2/1990 14:00,0,0,0
11/2/1990 15:00,0,0.060373953,0.054225829
11/2/1990 16:00,0,0,0
11/2/1990 17:00,0,0,0
11/2/1990 18:00,0,0,0
11/2/1990 19:00,0,0,0
11/2/1990 20:00,0,0,0
11/2/1990 21:00,0,0,0
11/2/1990 22:00,0,0,0
11/2/1990 23:00,0,0,0
12/2/1990 0:00,0,0,0
12/2/1990 1:00,0,0,0
12/2/1990 2:00,0,0,0
12/2/1990 3:00,0,0,0
12/2/1990 4:00,0,0,0
12/2/1990 5:00,0,0,0
12/2/1990 6:00,0,0,0
12/2/1990 7:00,0,0,0
12/2/1990 8:00,0,0,0
12/2/1990 9:00,0,0.091107401,0.081829565
12/2/1990 10:00,0,0,0
12/2/1990 11:00,0,0,0
12/2/1990 12:00,0,0.157832779,0.141760027
12/2/1990 13:00,0,0,0
12/2/1990 14:00,0,0,0
12/2/1990 15:00,0,0.144369711,0.129667958
12/2/1990 16:00,0,0,0
12/2/1990 17:00,0,0,0
12/2/1990 18:00,0,0.001493963,0.001341827
12/2/1990 19:00,0,0,0
12/2/1990 20:00,0,0,0
12/2/1990 21:00,0,0,0
12/2/1990 22:00,0,0,0
12/2/1990 23:00,0,0,0
13/02/1990 00:00,0,0,0
13/02/1990 01:00,0,0,0
13/02/1990 02:00,0,0,0
13/02/1990 03:00,0,0,0
13/02/1990 04:00,0,0,0
13/02/1990 05:00,0,0,0
13/02/1990 06:00,0,0,0
13/02/1990 07:00,0,0,0
13/02/1990 08:00,0,0,0
13/02/1990 09:00,0,0.154676596,0.138925251
13/02/1990 10:00,0,0,0
13/02/1990 11:00,0,0,0
13/02/1990 12:00,0,0.293867253,0.263941559
13/02/1990 13:00,0,0,0
13/02/1990 14:00,0,0,0
13/02/1990 15:00,0,0.163825394,0.14714239
13/02/1990 16:00,0,0,0
13/02/1990 17:00,0,0,0
13/02/1990 18:00,0,0.001503485,0.001350379
13/02/1990 19:00,0,0,0
13/02/1990 20:00,0,0,0
13/02/1990 21:00,0,0,0
13/02/1990 22:00,0,0,0
13/02/1990 23:00,0,0,0
14/02/1990 00:00,0,0,0
14/02/1990 01:00,0,0,0
14/02/1990 02:00,0,0,0
14/02/1990 03:00,0,0,0
14/02/1990 04:00,0,0,0
14/02/1990 05:00,0,0,0
14/02/1990 06:00,0,0,0
14/02/1990 07:00,0,0,0
14/02/1990 08:00,0,0,0
14/02/1990 09:00,0,0.137498881,0.123496812
14/02/1990 10:00,0,0,0
14/02/1990 11:00,0,0,0
14/02/1990 12:00,0,0.220751956,0.198271889
14/02/1990 13:00,0,0,0
14/02/1990 14:00,0,0,0
14/02/1990 15:00,0,0.157595022,0.141546482
14/02/1990 16:00,0,0,0
14/02/1990 17:00,0,0,0
14/02/1990 18:00,0,0.001506663,0.001353233
14/02/1990 19:00,0,0,0
14/02/1990 20:00,0,0,0
14/02/1990 21:00,0,0,0
14/02/1990 22:00,0,0,0
14/02/1990 23:00,0,0,0
15/02/1990 00:00,0,0,0
15/02/1990 01:00,0,0,0
15/02/1990 02:00,0,0,0
15/02/1990 03:00,0,0,0
15/02/1990 04:00,0,0,0
15/02/1990 05:00,0,0,0
15/02/1990 06:00,0,0,0
15/02/1990 07:00,0,0,0
15/02/1990 08:00,0,0,0
15/02/1990 09:00,0,0.014048507,0.012617891
15/02/1990 10:00,0,0,0
15/02/1990 11:00,0,0,0
15/02/1990 12:00,0.5,0.03707835,0.033302511
15/02/1990 13:00,0,0,0
15/02/1990 14:00,0.5,0,0
15/02/1990 15:00,0.5,0.028445575,0.025548847
15/02/1990 16:00,0,0,0
15/02/1990 17:00,0,0,0
15/02/1990 18:00,0,0,0
15/02/1990 19:00,0.5,0,0
15/02/1990 20:00,0,0,0
15/02/1990 21:00,0,0,0
15/02/1990 22:00,0,0,0
15/02/1990 23:00,0,0,0
16/02/1990 00:00,0,0,0
16/02/1990 01:00,1,0,0
16/02/1990 02:00,0,0,0
16/02/1990 03:00,0,0,0
16/02/1990 04:00,0,0,0
16/02/1990 05:00,0,0,0
16/02/1990 06:00,0,0,0
16/02/1990 07:00,0,0,0
16/02/1990 08:00,0,0,0
16/02/1990 09:00,0.5,0.045724279,0.04106799
16/02/1990 10:00,0,0,0
16/02/1990 11:00,0.5,0,0
16/02/1990 12:00,0,0.126131056,0.113286619
16/02/1990 13:00,0,0,0
16/02/1990 14:00,0,0,0
16/02/1990 15:00,0,0.100935007,0.090656386
16/02/1990 16:00,0,0,0
16/02/1990 17:00,0,0,0
16/02/1990 18:00,0,0.001459214,0.001310616
16/02/1990 19:00,0,0,0
16/02/1990 20:00,0,0,0
16/02/1990 21:00,0,0,0
16/02/1990 22:00,0,0,0
16/02/1990 23:00,0,0,0
17/02/1990 00:00,0.5,0,0
17/02/1990 01:00,0,0,0
17/02/1990 02:00,0,0,0
17/02/1990 03:00,0,0,0
17/02/1990 04:00,0,0,0
17/02/1990 05:00,0,0,0
17/02/1990 06:00,0,0,0
17/02/1990 07:00,0,0,0
17/02/1990 08:00,0,0,0
17/02/1990 09:00,0,0.064816767,0.058216213
17/02/1990 10:00,0,0,0
17/02/1990 11:00,0,0,0
17/02/1990 12:00,0,0.219777963,0.197397082
17/02/1990 13:00,0,0,0
17/02/1990 14:00,0,0,0
17/02/1990 15:00,0,0.101908031,0.091530323
17/02/1990 16:00,0,0,0
17/02/1990 17:00,0,0,0
17/02/1990 18:00,0,0,0
17/02/1990 19:00,0,0,0
17/02/1990 20:00,0,0,0
17/02/1990 21:00,0,0,0
17/02/1990 22:00,0,0,0
17/02/1990 23:00,0,0,0
18/02/1990 00:00,0,0,0
18/02/1990 01:00,0,0,0
18/02/1990 02:00,0,0,0
18/02/1990 03:00,0,0,0
18/02/1990 04:00,0,0,0
18/02/1990 05:00,0,0,0
18/02/1990 06:00,0,0,0
18/02/1990 07:00,0,0,0
18/02/1990 08:00,0,0,0
18/02/1990 09:00,0,0.064923189,0.058311797
18/02/1990 10:00,0,0,0
18/02/1990 11:00,0,0,0
18/02/1990 12:00,0,0.117240954,0.105301832
18/02/1990 13:00,0,0,0
18/02/1990 14:00,0,0,0
18/02/1990 15:00,0,0.088245242,0.079258871
18/02/1990 16:00,0,0,0
18/02/1990 17:00,0,0,0
18/02/1990 18:00,0,0,0
18/02/1990 19:00,0,0,0
18/02/1990 20:00,0,0,0
18/02/1990 21:00,0,0,0
18/02/1990 22:00,0,0,0
18/02/1990 23:00,0,0,0
19/02/1990 00:00,0,0,0
19/02/1990 01:00,0,0,0
19/02/1990 02:00,0,0,0
19/02/1990 03:00,0,0,0
19/02/1990 04:00,0,0,0
19/02/1990 05:00,0,0,0
19/02/1990 06:00,0,0,0
19/02/1990 07:00,0,0,0
19/02/1990 08:00,0,0,0
19/02/1990 09:00,0,0.039824372,0.035768895
19/02/1990 10:00,0,0,0
19/02/1990 11:00,0,0,0
19/02/1990 12:00,0,0.07818909,0.070226778
19/02/1990 13:00,0,0,0
19/02/1990 14:00,0,0,0
19/02/1990 15:00,0,0.039456742,0.035438702
19/02/1990 16:00,0,0,0
19/02/1990 17:00,0,0,0
19/02/1990 18:00,0,0,0
19/02/1990 19:00,0,0,0
19/02/1990 20:00,0,0,0
19/02/1990 21:00,0,0,0
19/02/1990 22:00,0,0,0
19/02/1990 23:00,0,0,0
20/02/1990 00:00,0,0,0
20/02/1990 01:00,0,0,0
20/02/1990 02:00,0,0,0
20/02/1990 03:00,0,0,0
20/02/1990 04:00,0,0,0
20/02/1990 05:00,0.5,0,0
20/02/1990 06:00,0.5,0,0
20/02/1990 07:00,1.5,0,0
20/02/1990 08:00,2.5,0,0
20/02/1990 09:00,2.5,0.016387418,0.014718621
20/02/1990 10:00,1,0,0
20/02/1990 11:00,1.5,0,0
20/02/1990 12:00,0.5,0.083962807,0.075412534
20/02/1990 13:00,0,0,0
20/02/1990 14:00,0,0,0
20/02/1990 15:00,0,0.046000092,0.041315716
20/02/1990 16:00,0.5,0,0
20/02/1990 17:00,0.5,0,0
20/02/1990 18:00,1.5,0,0
20/02/1990 19:00,7.5,0,0
20/02/1990 20:00,4.5,0,0
20/02/1990 21:00,2.5,0,0
20/02/1990 22:00,0,0,0
20/02/1990 23:00,0,0,0
21/02/1990 00:00,0,0,0
21/02/1990 01:00,0,0,0
21/02/1990 02:00,0,0,0
21/02/1990 03:00,0,0,0
21/02/1990 04:00,0,0,0
21/02/1990 05:00,0,0,0
21/02/1990 06:00,0,0,0
21/02/1990 07:00,0,0,0
21/02/1990 08:00,0,0,0
21/02/1990 09:00,0,0.043868474,0.039401169
21/02/1990 10:00,0,0,0
21/02/1990 11:00,0,0,0
21/02/1990 12:00,0,0.049392616,0.044362766
21/02/1990 13:00,0,0,0
21/02/1990 14:00,0,0,0
21/02/1990 15:00,0,0.130205288,0.116945956
21/02/1990 16:00,0,0,0
21/02/1990 17:00,0,0,0
21/02/1990 18:00,0,0.001308226,0.001175004
21/02/1990 19:00,0,0,0
21/02/1990 20:00,0,0,0
21/02/1990 21:00,0,0,0
21/02/1990 22:00,0,0,0
21/02/1990 23:00,0,0,0
22/02/1990 00:00,0,0,0
22/02/1990 01:00,0,0,0
22/02/1990 02:00,0,0,0
22/02/1990 03:00,0,0,0
22/02/1990 04:00,0,0,0
22/02/1990 05:00,0,0,0
22/02/1990 06:00,0,0,0
22/02/1990 07:00,0,0,0
22/02/1990 08:00,0,0,0
22/02/1990 09:00,0,0.167838019,0.150746393
22/02/1990 10:00,0,0,0
22/02/1990 11:00,0,0,0
22/02/1990 12:00,0,0.275444961,0.247395284
22/02/1990 13:00,0,0,0
22/02/1990 14:00,0,0,0
22/02/1990 15:00,0,0.199526111,0.179207558
22/02/1990 16:00,0,0,0
22/02/1990 17:00,0,0,0
22/02/1990 18:00,0,0.001341499,0.001204889
22/02/1990 19:00,0,0,0
22/02/1990 20:00,0,0,0
22/02/1990 21:00,0,0,0
22/02/1990 22:00,0,0,0
22/02/1990 23:00,0,0,0
23/02/1990 00:00,0,0,0
23/02/1990 01:00,0,0,0
23/02/1990 02:00,0,0,0
23/02/1990 03:00,0,0,0
23/02/1990 04:00,0,0,0
23/02/1990 05:00,0,0,0
23/02/1990 06:00,0,0,0
23/02/1990 07:00,0,0,0
23/02/1990 08:00,0,0,0
23/02/1990 09:00,0,0.028682233,0.025761405
23/02/1990 10:00,0,0,0
23/02/1990 11:00,0,0,0
23/02/1990 12:00,0,0.075759849,0.068044916
23/02/1990 13:00,0,0,0
23/02/1990 14:00,0,0,0
23/02/1990 15:00,0,0.046502589,0.041767042
23/02/1990 16:00,0,0,0
23/02/1990 17:00,0,0,0
23/02/1990 18:00,0,0,0
23/02/1990 19:00,0,0,0
23/02/1990 20:00,0,0,0
23/02/1990 21:00,0,0,0
23/02/1990 22:00,0,0,0
23/02/1990 23:00,0,0,0
24/02/1990 00:00,0,0,0
24/02/1990 01:00,0,0,0
24/02/1990 02:00,0,0,0
24/02/1990 03:00,0.5,0,0
24/02/1990 04:00,1,0,0
24/02/1990 05:00,0.5,0,0
24/02/1990 06:00,0.5,0,0
24/02/1990 07:00,1,0,0
24/02/1990 08:00,1.5,0,0
24/02/1990 09:00,2,0.018037309,0.016200497
24/02/1990 10:00,1.5,0,0
24/02/1990 11:00,1,0,0
24/02/1990 12:00,1,0.048075128,0.043179443
24/02/1990 13:00,0.5,0,0
24/02/1990 14:00,1,0,0
24/02/1990 15:00,0.5,0.044470503,0.039941891
24/02/1990 16:00,0.5,0,0
24/02/1990 17:00,0,0,0
24/02/1990 18:00,0,0.00272575,0.002448176
24/02/1990 19:00,0,0,0
24/02/1990 20:00,0,0,0
24/02/1990 21:00,0,0,0
24/02/1990 22:00,0,0,0
24/02/1990 23:00,0,0,0
25/02/1990 00:00,0,0,0
25/02/1990 01:00,0,0,0
25/02/1990 02:00,0,0,0
25/02/1990 03:00,0,0,0
25/02/1990 04:00,0,0,0
25/02/1990 05:00,0,0,0
25/02/1990 06:00,0,0,0
25/02/1990 07:00,0,0,0
25/02/1990 08:00,0,0,0
25/02/1990 09:00,0,0.090808575,0.08156117
25/02/1990 10:00,0,0,0
25/02/1990 11:00,0,0,0
25/02/1990 12:00,0,0.18738414,0.168302053
25/02/1990 13:00,0,0,0
25/02/1990 14:00,0,0,0
25/02/1990 15:00,0,0.030185797,0.027111855
25/02/1990 16:00,0,0,0
25/02/1990 17:00,0,0,0
25/02/1990 18:00,0,0.001412278,0.00126846
25/02/1990 19:00,0,0,0
25/02/1990 20:00,0,0,0
25/02/1990 21:00,0,0,0
25/02/1990 22:00,0,0,0
25/02/1990 23:00,0,0,0
26/02/1990 00:00,0,0,0
26/02/1990 01:00,0,0,0
26/02/1990 02:00,0,0,0
26/02/1990 03:00,0,0,0
26/02/1990 04:00,0,0,0
26/02/1990 05:00,0,0,0
26/02/1990 06:00,0,0,0
26/02/1990 07:00,0,0,0
26/02/1990 08:00,0,0,0
26/02/1990 09:00,0,0.039369776,0.035360592
26/02/1990 10:00,0,0,0
26/02/1990 11:00,0,0,0
26/02/1990 12:00,0,0.181365963,0.162896732
26/02/1990 13:00,0,0,0
26/02/1990 14:00,0,0,0
26/02/1990 15:00,0,0.109154871,0.098039188
26/02/1990 16:00,0,0,0
26/02/1990 17:00,0,0,0
26/02/1990 18:00,0,0.004162456,0.003738576
26/02/1990 19:00,0,0,0
26/02/1990 20:00,0,0,0
26/02/1990 21:00,0,0,0
26/02/1990 22:00,0,0,0
26/02/1990 23:00,0,0,0
27/02/1990 00:00,0,0,0
27/02/1990 01:00,0,0,0
27/02/1990 02:00,0,0,0
27/02/1990 03:00,0,0,0
27/02/1990 04:00,0,0,0
27/02/1990 05:00,0,0,0
27/02/1990 06:00,0,0,0
27/02/1990 07:00,0,0,0
27/02/1990 08:00,0,0,0
27/02/1990 09:00,0,0.133688739,0.120074673
27/02/1990 10:00,0,0,0
27/02/1990 11:00,0,0,0
27/02/1990 12:00,0,0.255271261,0.229275953
27/02/1990 13:00,0,0,0
27/02/1990 14:00,0,0,0
27/02/1990 15:00,0,0.185190741,0.166332017
27/02/1990 16:00,0,0,0
27/02/1990 17:00,0,0,0
27/02/1990 18:00,0,0.002887013,0.002593017
27/02/1990 19:00,0,0,0
27/02/1990 20:00,0,0,0
27/02/1990 21:00,0,0,0
27/02/1990 22:00,0,0,0
27/02/1990 23:00,0,0,0
28/02/1990 00:00,0,0,0
28/02/1990 01:00,0,0,0
28/02/1990 02:00,0,0,0
28/02/1990 03:00,0,0,0
28/02/1990 04:00,0,0,0
28/02/1990 05:00,0,0,0
28/02/1990 06:00,0,0,0
28/02/1990 07:00,0,0,0
28/02/1990 08:00,0,0,0
28/02/1990 09:00,0,0.168890289,0.151691506
28/02/1990 10:00,0,0,0
28/02/1990 11:00,0,0,0
28/02/1990 12:00,0,0.300153076,0.269587271
28/02/1990 13:00,0,0,0
28/02/1990 14:00,0,0,0
28/02/1990 15:00,0,0.142596887,0.128075668
28/02/1990 16:00,0,0,0
28/02/1990 17:00,0,0,0
28/02/1990 18:00,0,0.002937329,0.002638209
28/02/1990 19:00,0,0,0
28/02/1990 20:00,0,0,0
28/02/1990 21:00,0,0,0
28/02/1990 22:00,0,0,0
28/02/1990 23:00,0,0,0
1/3/1990 0:00,0,0,0
1/3/1990 1:00,0,0,0
1/3/1990 2:00,0,0,0
1/3/1990 3:00,0,0,0
1/3/1990 4:00,0,0,0
1/3/1990 5:00,0,0,0
1/3/1990 6:00,0,0,0
1/3/1990 7:00,0,0,0
1/3/1990 8:00,0,0,0
1/3/1990 9:00,0,0.195442814,0.17554008
1/3/1990 10:00,0,0,0
1/3/1990 11:00,0,0,0
1/3/1990 12:00,0,0.306304809,0.275112548
1/3/1990 13:00,0,0,0
1/3/1990 14:00,0,0,0
1/3/1990 15:00,0,0.216962152,0.194868016
1/3/1990 16:00,0,0,0
1/3/1990 17:00,0,0,0
1/3/1990 18:00,0,0.001424739,0.001279652
1/3/1990 19:00,0,0,0
1/3/1990 20:00,0,0,0
1/3/1990 21:00,0,0,0
1/3/1990 22:00,0,0,0
1/3/1990 23:00,0,0,0
2/3/1990 0:00,0,0,0
2/3/1990 1:00,0,0,0
2/3/1990 2:00,0,0,0
2/3/1990 3:00,0,0,0
2/3/1990 4:00,0,0,0
2/3/1990 5:00,0,0,0
2/3/1990 6:00,0,0,0
2/3/1990 7:00,0,0,0
2/3/1990 8:00,0,0,0
2/3/1990 9:00,0,0.036323089,0.032624162
2/3/1990 10:00,0,0,0
2/3/1990 11:00,0,0,0
2/3/1990 12:00,0,0.131052751,0.117707118
2/3/1990 13:00,0,0,0
2/3/1990 14:00,0,0,0
2/3/1990 15:00,0,0.095457509,0.085736684
2/3/1990 16:00,0,0,0
2/3/1990 17:00,0,0,0
2/3/1990 18:00,0,0.001443507,0.001296509
2/3/1990 19:00,0,0,0
2/3/1990 20:00,0,0,0
2/3/1990 21:00,0,0,0
2/3/1990 22:00,0,0,0
2/3/1990 23:00,0,0,0
3/3/1990 0:00,0,0,0
3/3/1990 1:00,0,0,0
3/3/1990 2:00,0,0,0
3/3/1990 3:00,0,0,0
3/3/1990 4:00,0,0,0
3/3/1990 5:00,0,0,0
3/3/1990 6:00,0,0,0
3/3/1990 7:00,0,0,0
3/3/1990 8:00,0,0,0
3/3/1990 9:00,0,0.103819052,0.093246737
3/3/1990 10:00,0,0,0
3/3/1990 11:00,0,0,0
3/3/1990 12:00,0,0.12306699,0.110534579
3/3/1990 13:00,0,0,0
3/3/1990 14:00,0,0,0
3/3/1990 15:00,0,0.035355111,0.031754757
3/3/1990 16:00,0,0,0
3/3/1990 17:00,0,0,0
3/3/1990 18:00,0,0,0
3/3/1990 19:00,0,0,0
3/3/1990 20:00,0,0,0
3/3/1990 21:00,0,0,0
3/3/1990 22:00,0.5,0,0
3/3/1990 23:00,0,0,0
4/3/1990 0:00,0,0,0
4/3/1990 1:00,1,0,0
4/3/1990 2:00,0,0,0
4/3/1990 3:00,0,0,0
4/3/1990 4:00,0,0,0
4/3/1990 5:00,0,0,0
4/3/1990 6:00,0,0,0
4/3/1990 7:00,0,0,0
4/3/1990 8:00,0,0,0
4/3/1990 9:00,0,0.135594114,0.121786016
4/3/1990 10:00,0,0,0
4/3/1990 11:00,0,0,0
4/3/1990 12:00,0,0.211445886,0.189913494
4/3/1990 13:00,0,0,0
4/3/1990 14:00,0,0,0
4/3/1990 15:00,0,0.10034123,0.090123076
4/3/1990 16:00,0,0,0
4/3/1990 17:00,0,0,0
4/3/1990 18:00,0,0.002719624,0.002442674
4/3/1990 19:00,0,0,0
4/3/1990 20:00,0,0,0
4/3/1990 21:00,0,0,0
4/3/1990 22:00,0,0,0
4/3/1990 23:00,0,0,0
5/3/1990 0:00,0,0,0
5/3/1990 1:00,0,0,0
5/3/1990 2:00,0,0,0
5/3/1990 3:00,0,0,0
5/3/1990 4:00,0,0,0
5/3/1990 5:00,0,0,0
5/3/1990 6:00,0,0,0
5/3/1990 7:00,0,0,0
5/3/1990 8:00,0,0,0
5/3/1990 9:00,0,0.182680209,0.164077143
5/3/1990 10:00,0,0,0
5/3/1990 11:00,0,0,0
5/3/1990 12:00,0,0.251757029,0.22611959
5/3/1990 13:00,0,0,0
5/3/1990 14:00,0,0,0
5/3/1990 15:00,0,0.169678798,0.152399718
5/3/1990 16:00,0,0,0
5/3/1990 17:00,0,0,0
5/3/1990 18:00,0,0.005674013,0.005096205
5/3/1990 19:00,0,0,0
5/3/1990 20:00,0,0,0
5/3/1990 21:00,0,0,0
