owl_0,owl_1,owl_2,owl_3,owl_4,owl_5,owl_6,owl_7,owl_8,owl_9,owl_10,owl_11
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74459146,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13430136,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76470214,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14138829,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74517740,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13471859,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76374932,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14125312,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74561370,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13485427,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76315097,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14077948,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74671382,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13495709,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76288095,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14065654,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74722973,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13537646,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76194925,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14056568,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74754592,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13547835,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76141723,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14009505,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74861260,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13555348,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76122487,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.14001376,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.74900450,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13583123,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75950973,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13719189,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75682830,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13734868,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75258025,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13427367,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.76518655,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13892411,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75222036,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13672635,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75807881,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13897508,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75186596,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13678132,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75795736,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13893841,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75181870,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13660311,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75830938,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13889352,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75194778,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13663472,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75842903,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13924168,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75124357,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13670226,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75829305,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13919303,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75111319,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13636928,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75895892,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13915298,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75122740,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13640737,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75903685,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13942524,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75069384,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13647504,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75888411,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13936982,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75062715,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13620801,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75940689,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13932217,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75075770,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13624182,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75939026,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13915138,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75141638,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13656162,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75851481,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13882837,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75216453,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13670787,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75801836,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13878532,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75224822,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13673638,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75805161,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13894838,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75192544,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13678524,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75793202,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13891285,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75189728,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.13662564,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,0.75824679,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000,1.50000000
