theta_rz_0,theta_rz_1,theta_rz_2,theta_rz_3,theta_rz_4,theta_rz_5,theta_rz_6,theta_rz_7,theta_rz_8,theta_rz_9
187.6479996,124.6168716,187.6609848,95.82794748,187.6999499,166.0662493,22.16409995,187.6905529,95.77622831,187.6603307
187.7036271,124.6723173,187.7166399,95.88336858,187.7556865,166.0991293,22.19350543,187.7462703,95.83161479,187.7159844
187.7592541,124.7277628,187.7722944,95.93878961,187.8114224,166.1320092,22.2229103,187.8019871,95.88700128,187.7716375
187.6702428,124.6385705,187.6833106,95.91123797,187.7225199,166.0202512,22.10767673,187.7130654,95.85953373,187.6826523
187.5708997,124.5390467,187.5839949,95.87928897,187.6232854,165.8981618,21.98211128,187.6138117,95.82767507,187.5833353
187.4715562,124.4395228,187.4846788,95.84741699,187.5240502,165.7760723,21.85654522,187.5145575,95.79589327,187.4840178
187.3722122,124.3399988,187.3853622,95.81562184,187.4248143,165.6539827,21.73097855,187.4153026,95.76418816,187.3846997
187.2728678,124.2404747,187.286045,95.78390334,187.3255778,165.5318929,21.60541127,187.316047,95.73255954,187.2853812
187.1735229,124.1409504,187.1867273,95.75226129,187.2263406,165.409803,21.47984339,187.2167908,95.70100722,187.1860621
187.0741775,124.0414261,187.0874091,95.72069552,187.1271027,165.2877129,21.35427489,187.117534,95.66953104,187.0867426
186.9748317,123.9419016,186.9880903,95.68920584,187.0278641,165.1656228,21.22870579,187.0182766,95.63813079,186.9874225
186.8754854,123.842377,186.8887711,95.65779207,186.9286249,165.0435325,21.10313609,186.9190185,95.6068063,186.8881019
186.7761386,123.7430597,186.7894513,95.62645403,186.829385,164.9214421,20.97756579,186.8197598,95.57555739,186.7887807
186.6767914,123.6439819,186.6901311,95.59519153,186.7301444,164.7993516,20.85199488,186.7205004,95.54438387,186.6894591
186.6626767,123.62969,186.6760433,95.60661892,186.7161362,164.762494,20.81165637,186.7064734,95.55583978,186.67537
186.7182977,123.685134,186.7316911,95.66203905,186.7718634,164.7953723,20.84105335,186.7621819,95.61122622,186.7310164
186.7739182,123.7405779,186.7873384,95.7174591,186.8275899,164.8282505,20.87044974,186.8178897,95.66661265,186.7866623
186.8295382,123.7960217,186.8429852,95.77287909,186.8833158,164.8611286,20.89984552,186.873597,95.72199908,186.8423078
186.8851578,123.8514654,186.8986314,95.82829901,186.939041,164.8940065,20.92924071,186.9293036,95.77738551,186.8979527
186.9407769,123.906909,186.9542772,95.88371886,186.9947655,164.9268844,20.95863531,186.9850095,95.83277193,186.9535971
186.9963956,123.9623525,187.0099224,95.93913864,187.0504894,164.9597621,20.98802931,187.0407149,95.88815835,187.009241
187.0520138,124.0177958,187.0655672,95.99455835,187.1062126,164.9926397,21.01742272,187.0964196,95.94354477,187.0648844
187.1076315,124.0732391,187.1212114,96.049978,187.1619352,165.0255172,21.04681554,187.1521237,95.99893118,187.1205274
187.1632488,124.1286822,187.1768552,96.10539758,187.2176571,165.0583946,21.07620777,187.2078272,96.05431759,187.1761698
187.2188657,124.1841252,187.2324984,96.16081709,187.2733783,165.0912718,21.10559941,187.2635301,96.10970399,187.2318117
187.2744821,124.2395681,187.2881411,96.21623653,187.3290989,165.124149,21.13499046,187.3192323,96.1650904,187.2874531
187.3300981,124.2950109,187.3437834,96.27165591,187.3848189,165.157026,21.16438092,187.3749339,96.22047679,187.343094
187.1716101,124.1536628,187.1853216,96.21565851,187.2264347,164.9757994,20.97966731,187.2165315,96.16460241,187.1846309
186.9978285,124.003301,187.0115663,96.15448111,187.0527568,164.7792796,20.77966002,187.0428353,96.10355518,187.0108742
186.8240466,123.8534193,186.8378104,96.09349899,186.8790782,164.5827596,20.57965213,186.8691385,96.04270288,186.8371171
186.6502641,123.704016,186.6640541,96.03271151,186.7053989,164.3862396,20.37964367,186.6954411,95.98204488,186.6633594
186.4764813,123.5550896,186.4902972,95.97211807,186.5317191,164.1897194,20.17963463,186.5217431,95.92158057,186.4896013
186.302698,123.4066386,186.3165399,95.91171804,186.3580385,163.9931991,19.979625,186.3480444,95.86130931,186.3158426
186.1289142,123.2586616,186.1427821,95.85151081,186.1843574,163.7966788,19.7796148,186.1743452,95.8012305,186.1420835
185.95513,123.111157,185.9690237,95.79149575,186.0106755,163.6001582,19.57960401,186.0006453,95.74134352,185.9683238
185.7813454,122.9641232,185.7952649,95.73167226,185.8369931,163.4036376,19.37959265,185.8269449,95.68164776,185.7945637
185.6075603,122.8175588,185.6215056,95.67203972,185.66331,163.2071169,19.17958072,185.6532438,95.62214261,185.6208031
185.4337748,122.6714623,185.4477458,95.61259753,185.4896263,163.010596,18.97956821,185.4795422,95.56282746,185.447042
185.3899802,122.6274985,185.4039769,95.60703821,185.4459333,162.9440665,18.90954653,185.4358313,95.55732044,185.4032718
185.4455904,122.6829399,185.4596127,95.66245673,185.5016449,162.976942,18.93892947,185.4915251,95.6127068,185.4589064
185.5012001,122.7383811,185.5152481,95.71787517,185.5573559,163.0098174,18.96831183,185.5472182,95.66809315,185.5145404
185.5568095,122.7938222,185.5708829,95.77329355,185.6130662,163.0426927,18.99769363,185.6029107,95.7234795,185.570174
185.6124183,122.8492632,185.6265173,95.82871186,185.6687759,163.0755678,19.02707485,185.6586027,95.77886584,185.625807
185.6680268,122.9047041,185.6821511,95.88413011,185.724485,163.1084429,19.05645551,185.714294,95.83425219,185.6814396
185.7236348,122.9601449,185.7377845,95.93954829,185.7801934,163.1413179,19.0858356,185.7699848,95.88963852,185.7370717
185.7792424,123.0155856,185.7934174,95.99496641,185.8359012,163.1741927,19.11521513,185.8256749,95.94502486,185.7927034
185.8348495,123.0710261,185.8490499,96.05038446,185.8916084,163.2070674,19.14459409,185.8813645,96.00041119,185.8483345
185.8904563,123.1264666,185.9046818,96.10580245,185.9473149,163.239942,19.17397249,185.9370534,96.05579752,185.9039652
185.9460625,123.1819069,185.9603133,96.16122038,186.0030209,163.2728165,19.20335032,185.9927418,96.11118384,185.9595954
186.0016684,123.2373472,186.0159443,96.21663824,186.0587262,163.3056909,19.2327276,186.0484296,96.16657017,186.0152251
186.0572738,123.2927873,186.0715748,96.27205603,186.1144308,163.3385652,19.26210431,186.1041168,96.22195649,186.0708544
185.9081553,123.1604132,185.9224812,96.21946231,185.9654113,163.1667158,19.08675691,185.9550799,96.16947932,185.9217596
185.740425,123.0168572,185.754776,96.16036411,185.79778,162.9762551,18.89279772,185.7874311,96.11050649,185.7540531
185.5726944,122.8737512,185.5870703,96.10145116,185.630148,162.7857943,18.69883797,185.6197818,96.05171859,185.5863461
185.4049633,122.7310939,185.4193641,96.04272288,185.4625155,162.5953334,18.50487766,185.4521318,95.99311502,185.4186387
185.2372318,122.5888838,185.2516575,95.98417869,185.2948823,162.4048723,18.3109168,185.2844813,95.93469522,185.2509308
185.0694999,122.4471196,185.0839503,95.92581802,185.1272484,162.2144111,18.11695539,185.1168302,95.87645861,185.0832224
184.9017676,122.3057997,184.9162427,95.8676403,184.959614,162.0239499,17.92299342,184.9491786,95.81840461,184.9155136
184.7340348,122.1649229,184.7485347,95.80964494,184.791979,161.8334885,17.7290309,184.7815263,95.76053265,184.7478043
184.5663016,122.0244878,184.5808261,95.75183137,184.6243433,161.643027,17.53506783,184.6138735,95.70284216,184.5800945
184.398568,121.8844929,184.4131171,95.69419903,184.4567071,161.4525655,17.34110422,184.4462201,95.64533256,184.4123842
184.230834,121.7449369,184.2454077,95.63674735,184.2890702,161.2621038,17.14714005,184.2785661,95.5880033,184.2446735
184.1933782,121.7073196,184.2079764,95.63440194,184.2517114,161.2019206,17.08345396,184.2411902,95.5857055,184.207241
184.2489781,121.7627583,184.2636007,95.68981891,184.3074081,161.2347935,17.11282349,184.2968698,95.64109177,184.2628641
184.3045776,121.818197,184.3192247,95.74523582,184.3631042,161.2676663,17.14219247,184.3525489,95.69647805,184.3184868
184.3601767,121.8736355,184.3748481,95.80065266,184.4187997,161.3005389,17.17156091,184.4082274,95.75186432,184.3741091
184.4157754,121.929074,184.4304711,95.85606945,184.4744946,161.3334115,17.2009288,184.4639054,95.80725058,184.4297308
184.4713737,121.9845123,184.4860936,95.91148617,184.5301889,161.366284,17.23029615,184.5195828,95.86263685,184.4853521
184.5269715,122.0399505,184.5417157,95.96690282,184.5858826,161.3991563,17.25966296,184.5752596,95.91802311,184.540973
184.5825689,122.0953887,184.5973373,96.02231942,184.6415756,161.4320286,17.28902923,184.6309358,95.97340937,184.5965934
184.638166,122.1508267,184.6529584,96.07773595,184.6972681,161.4649007,17.31839497,184.6866115,96.02879562,184.6522133
184.6937626,122.2062646,184.7085791,96.13315242,184.75296,161.4977728,17.34776016,184.7422866,96.08418187,184.7078328
184.7493588,122.2617024,184.7641994,96.18856883,184.8086513,161.5306447,17.37712482,184.7979612,96.13956812,184.7634518
184.8049545,122.3171401,184.8198191,96.24398518,184.864342,161.5635166,17.40648894,184.8536352,96.19495437,184.8190704
184.8605499,122.3725778,184.8754385,96.29940147,184.9200322,161.5963883,17.43585252,184.9093086,96.25034061,184.8746885
184.7450974,122.2652785,184.7600098,96.25978299,184.8046742,161.4582125,17.29416809,184.793934,96.21081955,184.7592586
184.6106392,122.1453817,184.6255755,96.21274333,184.6703104,161.3010313,17.13347785,184.6595535,96.16388717,184.6248231
184.4761806,122.0258209,184.4911407,96.16583543,184.5359459,161.1438499,16.97278707,184.5251725,96.11708631,184.4903871
184.3417216,121.9065951,184.3567054,96.11905892,184.4015809,160.9866685,16.81209577,184.3907909,96.07041661,184.3559506
184.2072622,121.7877032,184.2222697,96.07241344,184.2672153,160.829487,16.65140393,184.2564088,96.02387769,184.2215137
184.0728023,121.6691445,184.0878336,96.02589862,184.1328491,160.6723053,16.49071157,184.1220261,95.97746919,184.0870764
183.9383421,121.5509179,183.9533969,95.97951409,183.9984824,160.5151236,16.33001868,183.9876429,95.93119075,183.9526386
183.8038815,121.4330225,183.8189599,95.93325949,183.864115,160.3579418,16.16932526,183.8532591,95.88504199,183.8182003
183.6694205,121.3154574,183.6845224,95.88713446,183.7297471,160.2007599,16.00863132,183.7188748,95.83902255,183.6837616
183.534959,121.1982216,183.5500844,95.84113862,183.5953786,160.0435778,15.84793685,183.5844899,95.79313208,183.5493225
183.4004972,121.0813143,183.415646,95.79527163,183.4610095,159.8863957,15.68724185,183.4501045,95.74737021,183.4148829
183.3800666,121.0607296,183.3952388,95.80246219,183.4406714,159.8432451,15.640578,183.4297501,95.75459542,183.3944745
183.4356567,121.1161659,183.4508523,95.85787769,183.4963539,159.8761156,15.66993472,183.4854164,95.80998162,183.4500868
183.4912465,121.1716021,183.5064653,95.91329313,183.5520359,159.9089859,15.69929092,183.541082,95.86536782,183.5056987
183.5468358,121.2270382,183.5620779,95.96870851,183.6077172,159.9418561,15.72864661,183.5967472,95.92075402,183.5613101
183.6024247,121.2824742,183.6176901,96.02412382,183.663398,159.9747263,15.75800177,183.6524118,95.97614021,183.6169211
183.6580133,121.3379101,183.6733018,96.07953908,183.7190782,160.0075963,15.78735642,183.7080758,96.0315264,183.6725316
183.7136014,121.3933459,183.728913,96.13495429,183.7747578,160.0404663,15.81671055,183.7637393,96.08691259,183.7281417
183.7691892,121.4487816,183.7845238,96.19036943,183.8304368,160.0733361,15.84606417,183.8194023,96.14229878,183.7837514
183.8247765,121.5042172,183.8401342,96.24578451,183.8861153,160.1062059,15.87541727,183.8750647,96.19768496,183.8393606
183.8803635,121.5596527,183.8957442,96.30119953,183.9417932,160.1390755,15.90476985,183.9307266,96.25307114,183.8949694
183.93595,121.6150881,183.9513537,96.3566145,183.9974706,160.1719451,15.93412193,183.986388,96.30845731,183.9505777
183.9915362,121.6705234,184.0069627,96.4120294,184.0531473,160.2048145,15.96347349,184.0420488,96.36384348,184.0061856
184.047122,121.7259586,184.0625714,96.46744425,184.1088235,160.2376839,15.99282454,184.0977091,96.41922965,184.0617931
183.9403166,121.6264033,183.9557887,96.43098462,184.0021083,160.1081623,15.85978424,183.990978,96.38286188,183.9550093
183.8120629,121.5123805,183.8275578,96.38588721,183.8739447,159.9571928,15.70529559,183.8627985,96.3378676,183.8267773
183.6838088,121.3986695,183.6993265,96.34091316,183.7457806,159.8062232,15.55080643,183.7346185,96.29299643,183.6985448
183.5555544,121.2852696,183.5710947,96.29606211,183.6176158,159.6552535,15.39631676,183.606438,96.24824805,183.5703119
183.4272995,121.1721799,183.4428625,96.25133373,183.4894505,159.5042837,15.24182658,183.4782569,96.20362211,183.4420785
183.2990443,121.0593996,183.3146298,96.2067277,183.3612847,159.3533138,15.0873359,183.3500753,96.15911829,183.3138447
183.1707887,120.9469278,183.1863967,96.16224367,183.2331183,159.2023439,14.93284472,183.2218932,96.11473625,183.1856105
183.0425327,120.8347637,183.0581632,96.11788131,183.1049513,159.0513738,14.77835304,183.0937105,96.07047566,183.0573759
182.9142763,120.7229064,182.9299293,96.07364028,182.9767838,158.9004036,14.62386085,182.9655273,96.02633617,182.9291408
182.7860195,120.6113551,182.801695,96.02952026,182.8486157,158.7494333,14.46936816,182.8373436,95.98231747,182.8009053
182.6577624,120.500109,182.6734602,95.98552092,182.720447,158.598463,14.31487497,182.7091594,95.93841923,182.6726694
182.642872,120.4850715,182.6585922,95.99599491,182.705645,158.5608597,14.27374847,182.6943418,95.94892354,182.6578003
182.6984528,120.5405054,182.7141952,96.05140901,182.761314,158.5937279,14.30309297,182.7499953,96.00430967,182.7134022
182.7540332,120.5959393,182.7697978,96.10682304,182.8169824,158.6265959,14.33243698,182.8056481,96.0596958,182.7690037
182.8096132,120.651373,182.8254001,96.16223703,182.8726502,158.6594639,14.36178048,182.8613005,96.11508192,182.8246048
182.8651928,120.7068067,182.8810018,96.21765095,182.9283175,158.6923318,14.39112349,182.9169524,96.17046805,182.8802055
182.9207721,120.7622403,182.9366032,96.27306482,182.9839842,158.7251996,14.42046601,182.9726037,96.22585417,182.9358057
182.976351,120.8176737,182.9922041,96.32847863,183.0396504,158.7580672,14.44980804,183.0282545,96.28124028,182.9914056
183.0319295,120.8731071,183.0478047,96.38389238,183.0953161,158.7909348,14.47914957,183.0839048,96.3366264,183.047005
183.0875076,120.9285404,183.1034048,96.43930608,183.1509812,158.8238023,14.50849061,183.1395546,96.39201251,183.102604
183.1430854,120.9839736,183.1590045,96.49471972,183.2066457,158.8566698,14.53783116,183.1952039,96.44739862,183.1582026
183.1986627,121.0394066,183.2146037,96.5501333,183.2623097,158.8895371,14.56717122,183.2508526,96.50278472,183.2138007
183.2542397,121.0948396,183.2702026,96.60554683,183.3179732,158.9224043,14.59651079,183.3065009,96.55817083,183.2693985
183.3098164,121.1502725,183.325801,96.6609603,183.3736361,158.9552715,14.62584987,183.3621486,96.61355693,183.3249958
183.1726469,121.0317624,183.1886533,96.61175094,183.2365528,158.7953928,14.46244274,183.2250501,96.56445442,183.187847
183.0100201,120.8978981,183.0260482,96.55323827,183.0740119,158.6100571,14.27357813,183.0624941,96.50606046,183.0252408
182.8473929,120.7644469,182.8634427,96.49490613,182.9114705,158.4247212,14.08471303,182.8999376,96.44784673,182.8626342
182.6847653,120.6314074,182.7008368,96.43675399,182.7489286,158.2393853,13.89584746,182.7373805,96.38981267,182.7000272
182.5221373,120.4987785,182.5382304,96.37878127,182.5863861,158.0540493,13.7069814,182.574823,96.33195772,182.5374198
182.359509,120.3665589,182.3756237,96.32098742,182.4238431,157.8687132,13.51811486,182.412265,96.27428134,182.3748119
182.1968804,120.2347472,182.2130165,96.2633719,182.2612996,157.683377,13.32924783,182.2497064,96.21678297,182.2122037
182.0342513,120.1033423,182.0504089,96.20593415,182.0987555,157.4980407,13.14038033,182.0871474,96.15946206,182.049595
181.8716219,119.9723429,181.8878009,96.14867362,181.9362109,157.3127044,12.95151235,181.9245879,96.10231807,181.8869859
181.7089921,119.8417477,181.7251926,96.09158977,181.7736657,157.1273679,12.76264389,181.7620278,96.04535044,181.7243765
181.546362,119.7115554,181.5625838,96.03468205,181.6111201,156.9420314,12.57377495,181.5994673,95.98855864,181.5617666
181.5219265,119.6869796,181.5381696,96.03900429,181.5867689,156.8948898,12.5231006,181.5751013,95.992919,181.5373514
181.5774984,119.7424113,181.5937627,96.09441705,181.6424249,156.9277558,12.55243358,181.6307425,96.04830507,181.5929434
181.6330698,119.7978429,181.6493554,96.14982975,181.6980804,156.9606218,12.58176622,181.6863831,96.10369113,181.6485351
181.688641,119.8532744,181.7049477,96.20524239,181.7537354,156.9934876,12.61109852,181.7420233,96.15907718,181.7041263
181.7442117,119.9087058,181.7605396,96.26065498,181.8093898,157.0263534,12.6404305,181.797663,96.21446324,181.7597171
181.7997821,119.9641371,181.8161311,96.31606752,181.8650437,157.059219,12.66976214,181.8533022,96.26984929,181.8153076
181.8553522,120.0195684,181.8717222,96.37148,181.920697,157.0920846,12.69909344,181.9089409,96.32523534,181.8708976
181.9109218,120.0749995,181.9273129,96.42689243,181.9763499,157.1249501,12.72842442,181.9645791,96.38062139,181.9264873
181.9664912,120.1304306,181.9829032,96.48230481,182.0320022,157.1578155,12.75775506,182.0202168,96.43600744,181.9820765
182.0220601,120.1858616,182.0384931,96.53771713,182.0876541,157.1906809,12.78708537,182.075854,96.49139348,182.0376653
182.0776287,120.2412925,182.0940826,96.5931294,182.1433054,157.2235461,12.81641536,182.1314908,96.54677952,182.0932538
182.133197,120.2967233,182.1496717,96.64854161,182.1989561,157.2564113,12.84574501,182.187127,96.60216555,182.1488419
182.1887649,120.352154,182.2052605,96.70395377,182.2546064,157.2892764,12.87507433,182.2427628,96.65755159,182.2044295
182.1554306,120.3186828,182.171947,96.70212319,182.2213544,157.2332396,12.81550154,182.2094963,96.65576671,182.171115
182.1084188,120.2715344,182.1249559,96.69305902,182.1744246,157.1635255,12.74225123,182.1625521,96.64675729,182.1241229
182.0614067,120.2243858,182.0779645,96.68401059,182.1274944,157.0938114,12.6690006,182.1156074,96.63776356,182.0771304
182.0143942,120.1772372,182.0309726,96.67497787,182.0805636,157.0240972,12.59574963,182.0686622,96.62878551,182.0301375
181.9673813,120.1300885,181.9839804,96.66596084,182.0336323,156.9543828,12.52249834,182.0217166,96.61982309,181.9831442
182.1606476,120.3232191,182.1772672,96.65695947,182.2402868,157.1249479,12.68952616,182.2150499,96.61087629,182.17643
182.113634,120.2760702,182.1302742,96.64797373,182.1933545,157.0552334,12.61627422,182.1681033,96.60194508,182.1294359
182.3068995,120.4692007,182.3235602,96.6390036,182.400007,157.2257983,12.7833014,182.3614356,96.59302942,182.3227209
182.2598853,120.4220516,182.2765664,96.63004904,182.3530737,157.1560837,12.71004881,182.3144881,96.5841293,182.2757261
182.2128707,120.3749024,182.2295722,96.62111004,182.3061398,157.086369,12.6367959,182.26754,96.57524469,182.2287309
182.886694,121.0485915,182.9034159,96.61218655,183.0199594,157.7374925,13.28438098,182.9414298,96.56637555,182.9025736
184.9063551,123.0681185,184.9230973,96.64430731,187.8629072,159.7344539,15.27780376,184.9611571,96.59849969,184.9222539
186.9619184,123.1235481,186.978681,96.69971882,187.9185509,161.767318,17.3071289,187.0167867,96.65388572,186.9778366
188.3115097,123.6869776,188.3282925,96.75513028,188.4821941,163.0942102,18.63048195,189.0310057,96.70927176,188.3274471
188.6210724,123.9964071,188.6378754,96.81054173,188.7918368,163.3810741,18.91380648,189.3785553,96.76465782,188.637029
190.6766348,126.0518365,190.693458,96.86595316,193.8366701,165.413938,20.94313072,191.2580138,96.82004393,190.6926105
191.2352321,128.1072658,191.2421741,96.92136457,195.8335034,167.4468018,22.97245468,191.2586356,96.87543006,191.2418244
191.241683,129.6866951,191.2486551,96.97677597,194.5283368,169.4796656,25.00177836,191.2674867,96.93081623,191.2483039
191.2505402,129.7421244,191.2574992,97.03218736,191.6991701,171.2742964,27.03110175,191.2762853,96.98620244,191.2571487
191.2593575,130.8135536,191.2663036,97.0875987,191.3130919,171.3867964,27.59769615,191.2850548,97.04158864,191.2659537
191.2681714,130.8689827,191.2751046,97.14301002,191.3194526,171.4992964,27.60157047,191.2938209,97.09697488,191.2747553
191.276956,130.9244117,191.2838763,97.19842129,191.3193862,171.6117964,27.60734539,191.3026526,97.15236111,191.2835277
191.2857243,130.9798407,191.2926318,97.2538325,191.3193492,171.2915481,27.61310428,191.3116961,97.20774734,191.2922838
191.2911465,131.0352696,191.2980409,97.30924367,191.319312,171.2960952,27.61665247,191.3207226,97.26313357,191.2976936
191.2768955,131.0207231,191.2838099,97.31840317,191.305145,171.2590638,27.57610359,191.3065814,97.27232488,191.2834616
191.2502953,130.9938279,191.2572296,97.31938731,191.2786285,171.2096836,27.52320547,191.2800906,97.27335086,191.2568803
191.2236944,130.9669327,191.2306486,97.32036998,191.2521111,171.1603031,27.4703067,191.2535989,97.27437534,191.2302983
191.1970929,130.9400374,191.204067,97.32135118,191.2255929,171.1109223,27.41740728,191.2271062,97.27539834,191.2037157
191.1704907,130.913142,191.1774846,97.32233091,191.1990737,171.0615412,27.3645072,191.2006127,97.27641985,191.1771323
191.1438879,130.8862465,191.1509015,97.32330917,191.1725537,171.0121598,27.31160648,191.1741182,97.27743989,191.1505482
191.1172844,130.8593509,191.1243178,97.32428596,191.1460329,170.962778,27.2587051,191.1476228,97.27845844,191.1239635
191.0906803,130.8324552,191.0977333,97.32526129,191.1195111,170.913396,27.20580308,191.1211265,97.27947552,191.0973781
191.0640755,130.8055595,191.0711482,97.32623516,191.0929885,170.8640136,27.15290042,191.0946293,97.28049112,191.0707919
191.03747,130.7786637,191.0445624,97.32720756,191.0664651,170.814631,27.0999971,191.0681311,97.28150525,191.0442051
191.010864,130.7517677,191.0179759,97.32817851,191.0399408,170.765248,27.04709315,191.0416321,97.28251792,191.0176177
191.0391398,130.7797543,191.0462713,97.36544205,191.0682981,170.7707473,27.04907111,191.0700147,97.31977911,191.045912
191.2884436,132.8351821,191.2951662,97.42085255,192.0491315,171.2950974,27.61522212,191.3241552,97.3751653,191.2948276
191.2961495,133.3986098,191.3029673,97.47626304,191.3286644,171.4075974,27.61935276,191.3320587,97.43055152,191.3026166
191.305081,133.7080375,191.3120282,97.53167352,191.3342075,171.3052883,27.62510301,191.3410675,97.48593777,191.3116783
191.3076434,133.7634651,191.314577,97.58708399,191.3352845,171.307401,27.62670317,191.3460237,97.54132406,191.3142277
191.307617,133.8188926,191.3145373,97.64249441,191.3352116,171.3073731,27.62664753,191.3459124,97.59671035,191.3141887
191.3076025,133.8743201,191.3145094,97.69790477,191.335144,171.307352,27.62659678,191.3458243,97.65209663,191.3141615
191.3075879,133.9297475,191.3144816,97.75331509,191.3350766,171.307331,27.62654612,191.3457363,97.70748291,191.3141343
191.3075733,133.9851748,191.3144538,97.80872536,191.3350093,171.30731,27.62649556,191.3456485,97.76286919,191.3141072
191.3075588,134.040602,191.3144261,97.86413557,191.334942,171.3072891,27.62644509,191.3455609,97.81825547,191.3140801
191.3075443,134.0960291,191.3143984,97.91954574,191.334875,171.3072683,27.62639472,191.3454734,97.87364174,191.3140531
191.3075298,134.1514561,191.3143708,97.97495586,191.334808,171.3072475,27.62634445,191.3453861,97.929028,191.3140262
191.3075154,134.2068831,191.3143432,98.03036593,191.3347412,171.3072267,27.62629427,191.345299,97.98441427,191.3139992
191.2290085,134.1280304,191.2358569,98.00290949,191.2563164,171.2059355,27.52149506,191.266906,97.95703342,191.2355119
191.1268044,134.0254813,191.1336733,97.9645587,191.1541942,171.0809474,27.3929987,191.1648156,97.91877122,191.1333273
191.0245995,133.922932,191.0314889,97.92630174,191.0520711,170.9559588,27.26450158,191.0627242,97.88060268,191.0311419
190.9223938,133.8203827,190.9293037,97.88813838,190.949947,170.8309696,27.1360037,190.9606317,97.84252756,190.9289556
190.8201872,133.7178333,190.8271176,97.85006839,190.8478219,170.70598,27.00750507,190.8585382,97.80454565,190.8267685
190.7179799,133.6152839,190.7249306,97.81209155,190.7456959,170.5809898,26.87900569,190.7564437,97.76665671,190.7245805
190.6157718,133.5127343,190.6227429,97.77420761,190.6435689,170.4559991,26.75050555,190.6543482,97.72886051,190.6223917
190.5135629,133.4101847,190.5205542,97.73641637,190.5414409,170.331008,26.62200467,190.5522516,97.69115683,190.520202
190.4113531,133.3076349,190.4183648,97.69871758,190.439312,170.2060163,26.49350303,190.4501541,97.65354544,190.4180116
190.3091426,133.2050851,190.3161745,97.66111103,190.3371822,170.0810241,26.36500065,190.3480555,97.61602612,190.3158203
190.2069313,133.1025353,190.2139834,97.62359648,190.2350514,169.9560313,26.23649752,190.2459559,97.57859863,190.2136281
190.2126694,133.1079355,190.2197416,97.64566405,190.2408698,169.9389884,26.21594388,190.2518055,97.6006825,190.2193854
190.2684325,133.1633614,190.2755248,97.70107348,190.2967131,169.9719706,26.24541522,190.3076798,97.65606873,190.2751675
190.3241947,133.2187873,190.3313071,97.75648287,190.3525554,170.0049523,26.27488582,190.3635532,97.71145495,190.3309488
190.3799562,133.274213,190.3870886,97.81189221,190.4083967,170.0379336,26.30435567,190.4194255,97.76684117,190.3867293
190.4357169,133.3296387,190.4428693,97.8673015,190.4642371,170.0709143,26.33382479,190.4752968,97.82222738,190.442509
190.4914768,133.3850643,190.4986492,97.92271074,190.5200766,170.1038946,26.36329317,190.5311671,97.8776136,190.4982878
190.5472359,133.4404898,190.5544282,97.97811994,190.5759151,170.1368743,26.39276081,190.5870365,97.9329998,190.5540659
190.6029942,133.4959152,190.6102064,98.03352909,190.6317527,170.1698536,26.42222772,190.6429048,97.98838601,190.6098431
190.6587518,133.5513406,190.6659838,98.08893819,190.6875893,170.2028324,26.45169389,190.6987721,98.04377221,190.6656195
190.7145085,133.6067658,190.7217603,98.14434724,190.7434251,170.2358106,26.48115934,190.7546384,98.09915841,190.721395
190.7702645,133.662191,190.7775361,98.19975625,190.7992598,170.2687884,26.51062405,190.8105038,98.15454461,190.7771698
190.8260197,133.7176162,190.833311,98.2551652,190.8550937,170.3017657,26.54008803,190.8663681,98.2099308,190.8329437
190.8817742,133.7730412,190.8890851,98.31057412,190.9109266,170.3347425,26.56955129,190.9222315,98.265317,190.8887169
190.7824942,133.6734325,190.7898248,98.2727948,190.811725,170.2126852,26.4439802,190.8230602,98.22762423,190.7894556
190.6522068,133.5428171,190.659557,98.22174429,190.6815157,170.0596207,26.28740166,190.6928813,98.17667576,190.6591867
190.5219185,133.4122015,190.5292883,98.17083463,190.5513055,169.9065557,26.13082239,190.5627014,98.1258679,190.5289171
190.3916295,133.2815859,190.3990189,98.12006543,190.4210944,169.7534903,25.97424241,190.4325204,98.07520026,190.3986466
190.2613398,133.1509702,190.2687486,98.06943631,190.2908824,169.6004243,25.8176617,190.3023385,98.02467246,190.2683754
190.1310492,133.0203544,190.1384775,98.01894687,190.1606694,169.4473579,25.66108027,190.1721557,97.97428412,190.1381033
190.000758,132.8897386,190.0082056,97.96859674,190.0304556,169.294291,25.50449813,190.0419718,97.92403484,190.0078304
189.8704661,132.7591226,189.8779329,97.91838553,189.9002408,169.1412236,25.34791527,189.911787,97.87392424,189.8775568
189.7401734,132.6285066,189.7476595,97.86831285,189.7700251,168.9881558,25.19133169,189.7816012,97.82395194,189.7472823
189.6098801,132.4978905,189.6173852,97.81837832,189.6398085,168.8350875,25.0347474,189.6514145,97.77411756,189.6170071
189.479586,132.3672744,189.4871101,97.76858156,189.5095909,168.6820187,24.8781624,189.5212267,97.72442072,189.486731
189.4795195,132.3668864,189.4870625,97.78664918,189.5096008,168.6591777,24.85180493,189.5212663,97.74250946,189.4866824
189.5352644,132.4223104,189.5428262,97.84205749,189.5654218,168.6921483,24.88125886,189.577117,97.79789562,189.5424452
189.5910086,132.4777344,189.5985891,97.89746575,189.6212419,168.7251184,24.91071208,189.6329667,97.85328177,189.5982071
189.6467521,132.5331582,189.6543512,97.95287396,189.6770611,168.7580881,24.94016459,189.6888155,97.90866791,189.6539682
