q_swds_ow_0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.948946553
4.219633749
6.759633749
0.663633749
0.663633749
0.663633749
0.663633749
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.73E-17
0
0
0
0
0
0
0
0
0
0
1.73E-17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.456946553
1.008946553
0.500946553
0.246946553
0
0
0.242395664
2.187928782
1.933928782
1.679928782
0.155928782
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.678946553
1.770946553
2.786946553
0.237869258
0.573400659
0.065400659
0.065400659
8.33E-17
8.33E-17
0
0
0
0
0
0.699661527
0.246946553
0
0
0
0.246946553
0
0.246946553
0.246946553
0.246946553
0
0
0
8.33E-17
8.33E-17
2.16077747
0.573400659
8.33E-17
0.391854765
0.573400659
0.573400659
0.573400659
3.113400659
0.065400659
0.192482785
0.754946553
0
0
0
0
0
0
0
0
0
0
0
9.71E-17
9.71E-17
9.71E-17
9.71E-17
9.71E-17
9.71E-17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.170946553
0.500946553
0
0
0
0
0
0
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
1.39E-17
6.94E-18
0
0
0
0
0
0
0
0
0
0
0
0
0
1.39E-17
1.39E-17
1.39E-17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.71283038
10.16883038
3.056830383
8.33E-17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.94E-17
6.94E-17
0
0
0
0
1.39E-17
1.39E-17
1.39E-17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.73E-18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.69694655
11.07447651
3.739966522
1.008946553
2.024946553
0.246946553
0
0
0
0
0
0
0
0.246946553
0.246946553
2.78E-17
2.78E-17
2.78E-17
2.78E-17
2.78E-17
2.78E-17
2.78E-17
0
0
0
0
0
0
0
0
0
1.440946553
2.024946553
0.500946553
0
0
0
0
6.94E-17
0
0
0
0
0
