d_gw_ow_0
0.00000000
-0.00004211
0.00444003
0.00432508
0.00423228
0.00413957
-0.00479795
-0.05228225
-0.05235546
-0.05242852
-0.05250143
-0.05257418
-0.05264677
-0.05271921
-0.05279149
-0.05286362
-0.05293559
-0.05300742
-0.05307909
-0.05315060
-0.05322197
-0.05329318
-0.05336424
-0.05343515
-0.05350590
-0.05357651
-0.05364697
-0.05371728
-0.05378743
-0.05385744
-0.05392730
-0.05399701
-0.05406658
-0.05413599
-0.05420526
-0.05427438
-0.05434335
-0.05441218
-0.05448086
-0.05454939
-0.05461778
-0.05468603
-0.05475413
-0.05482208
-0.05488990
-0.05495756
-0.05502509
-0.05509247
-0.05515971
-0.05522680
-0.05529375
-0.05536057
-0.05542724
-0.05549377
-0.05556015
-0.05562640
-0.05569251
-0.05575848
-0.05582430
-0.05588999
-0.05595554
-0.05602096
-0.05608623
-0.05615136
-0.05621636
-0.05628122
-0.05634594
-0.05641053
-0.05647498
-0.05653930
-0.05660347
-0.05666752
-0.05673143
-0.05679520
-0.05685884
-0.05692234
-0.02488968
-0.00228691
-0.00578289
-0.05716498
-0.05722784
1.52496650
1.54044752
1.54044537
1.54051645
1.54058704
1.54065750
1.54072782
1.53843539
0.81320219
-0.00601803
-0.00221335
-0.00231083
-0.00238964
-0.00246838
-0.00254695
-0.00262535
-0.00270359
-0.00278167
-0.00285958
-0.00293733
-0.00301492
-0.00640208
-0.05762948
-0.05769136
-0.05775311
-0.05781473
-0.05787622
-0.05793758
-0.05799882
-0.05805992
-0.05812090
-0.05818175
-0.05824247
-0.05830306
-0.02626484
-0.00411956
-0.00429960
-0.00437385
-0.00444844
-0.00452287
-0.00459715
-0.00467127
-0.00474524
-0.00481905
-0.00489271
-0.00827060
-0.05903444
-0.05909337
-0.05915217
-0.05921086
-0.05926942
-0.05932786
-0.05938617
-0.05944437
-0.05950244
-0.05956039
-0.05961822
-0.05967593
-0.03363924
-0.00591333
-0.00611572
-0.00618606
0.19874235
0.81272132
1.60636391
1.44935631
0.39934423
0.19927097
-0.00719731
-0.00959256
0.12610438
1.54349696
1.53688534
1.40031796
0.11961326
-0.05995331
-0.06001032
-0.06006721
-0.06012398
-0.06018063
-0.06023716
-0.03142568
-0.00667063
-0.00685735
-0.00692622
-0.00699551
-0.00706464
-0.00713364
-0.00720249
-0.00727120
-0.00733976
-0.00740819
-0.00747647
-0.01293593
-0.06096870
-0.06102358
-0.06107836
-0.06113301
-0.06118756
-0.06124199
-0.06129631
-0.06135051
-0.06140460
-0.06145858
-0.06151245
-0.06156620
-0.06161985
-0.06167338
-0.06172680
-0.06178011
-0.06183330
-0.06188639
-0.06193937
0.10269363
0.19544495
1.42732068
1.42159488
1.59428648
0.62308753
0.42275533
0.04779601
0.04950160
-0.06200143
-0.06205417
-0.06210680
-0.06215931
-0.06221172
-0.06226402
0.27878237
0.81156185
0.19407190
-0.01042875
-0.00953075
-0.00959917
0.19769892
-0.01068214
0.19759619
0.19657266
0.19653383
-0.01087136
-0.00995925
-0.01660717
-0.06283174
-0.06288275
1.31747659
0.68339770
-0.06288171
0.34245469
0.42266286
0.42226482
0.42224581
1.47257380
1.02556536
0.19229343
0.60616672
-0.01314281
-0.01029371
-0.01036970
-0.01043180
-0.01049385
-0.01055576
-0.01061755
-0.01067921
-0.01074075
-0.01080215
-0.01444726
-0.06345965
-0.06350936
-0.06355897
-0.06360847
-0.06365788
-0.06370718
-0.06375638
-0.06380547
-0.06385447
-0.06390336
-0.06395216
-0.06400085
-0.06404944
-0.06409793
-0.01382517
-0.01188752
-0.01195592
-0.01201479
-0.01207359
-0.01213226
-0.01219081
-0.01224924
-0.01230756
-0.01474997
-0.06009716
-0.05994723
-0.06001061
-0.06007286
-0.06013500
-0.06019700
-0.06025887
-0.06032062
-0.06038225
-0.06044374
-0.02871558
-0.01302805
-0.01315843
-0.01321454
-0.01327088
-0.01332710
